Player,Team,"Year 
Signed",Years,Value,APY,Guaranteed,"APY as % Of 
Cap At Signing","Inflated 
Value","Inflated 
APY","Inflated 
Guaranteed"
Anthony Richardson,Indianapolis Colts,2023,4,"$33,994,030","$8,498,508","$33,994,030",3.8%,"$38,621,331","$9,655,333","$38,621,331"
Brad Kaaya,Indianapolis Colts,2017,2,"$1,020,000","$510,000",$0,0.3%,"$1,559,928","$779,964",$0
Brett Hundley,Indianapolis Colts,2021,1,"$990,000","$990,000",$0,0.5%,"$1,385,458","$1,385,458",$0
Brett Hundley,Indianapolis Colts,2021,1,"$990,000","$990,000",$0,0.5%,"$1,385,458","$1,385,458",$0
Brett Hundley,Indianapolis Colts,2021,1,"$320,000","$320,000",$0,0.2%,"$447,825","$447,825",$0
Brett Hundley,Indianapolis Colts,2021,1,"$293,000","$293,000",$0,0.2%,"$410,039","$410,039",$0
Brett Hundley,Indianapolis Colts,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Brett Hundley,Indianapolis Colts,2021,1,"$252,000","$252,000",$0,0.1%,"$352,662","$352,662",$0
Brian Hoyer,Indianapolis Colts,2019,3,"$12,000,000","$4,000,000","$9,000,000",2.1%,"$16,284,803","$5,428,268","$12,213,603"
Bryan Bennett,Indianapolis Colts,2015,3,"$1,585,000","$528,333","$10,000",0.4%,"$2,825,300","$941,766","$17,825"
Chad Kelly,Indianapolis Colts,2019,2,"$1,230,000","$615,000",$0,0.3%,"$1,669,192","$834,596",$0
Chad Kelly,Indianapolis Colts,2019,1,"$570,000","$570,000",$0,0.3%,"$773,528","$773,528",$0
Chad Kelly,Indianapolis Colts,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Chandler Harnish,Indianapolis Colts,2012,4,"$2,145,896","$536,474","$45,896",0.4%,"$4,544,460","$1,136,115","$97,196"
Chandler Harnish,Indianapolis Colts,2012,1,"$96,900","$96,900",$0,0.1%,"$205,209","$205,209",$0
Chandler Harnish,Indianapolis Colts,2013,2,"$1,060,000","$530,000","$10,000",0.4%,"$2,201,008","$1,100,504","$20,764"
Chandler Harnish,Indianapolis Colts,2013,1,"$102,000","$102,000",$0,0.1%,"$211,795","$211,795",$0
Charlie Whitehurst,Indianapolis Colts,2015,1,"$2,000,000","$2,000,000",$0,1.4%,"$3,565,047","$3,565,047",$0
Gardner Minshew,Indianapolis Colts,2023,1,"$3,500,000","$3,500,000","$3,500,000",1.6%,"$3,976,423","$3,976,423","$3,976,423"
Jack Coan,Indianapolis Colts,2022,3,"$2,565,000","$855,000","$60,000",0.4%,"$3,146,499","$1,048,833","$73,602"
Jacoby Brissett,Indianapolis Colts,2019,1,"$27,975,000","$27,975,000","$20,000,000",14.9%,"$37,963,948","$37,963,948","$27,141,339"
Jalen Morton,Indianapolis Colts,2021,1,"$660,000","$660,000",$0,0.4%,"$923,638","$923,638",$0
James Morgan,Indianapolis Colts,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
James Morgan,Indianapolis Colts,2022,1,"$825,000","$825,000",$0,0.4%,"$1,012,032","$1,012,032",$0
Jason Bean,Indianapolis Colts,2024,3,"$2,850,000","$950,000","$20,000",0.4%,"$2,850,000","$950,000","$20,000"
Jason Bean,Indianapolis Colts,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Joe Flacco,Indianapolis Colts,2024,1,"$4,500,000","$4,500,000","$4,500,000",1.8%,"$4,500,000","$4,500,000","$4,500,000"
Josh Freeman,Indianapolis Colts,2015,2,"$1,505,000","$752,500",$0,0.5%,"$2,682,698","$1,341,349",$0
Kedon Slovis,Indianapolis Colts,2024,3,"$2,860,000","$953,333","$30,000",0.4%,"$2,860,000","$953,333","$30,000"
Kellen Mond,Indianapolis Colts,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Matt Hasselbeck,Indianapolis Colts,2013,2,"$7,250,000","$3,625,000","$3,000,000",2.9%,"$15,054,065","$7,527,033","$6,229,268"
Matt Hasselbeck,Indianapolis Colts,2015,1,"$3,000,000","$3,000,000","$1,000,000",2.1%,"$5,347,571","$5,347,571","$1,782,524"
Nick Foles,Indianapolis Colts,2022,2,"$6,200,000","$3,100,000","$4,000,000",1.5%,"$7,605,572","$3,802,786","$4,906,820"
Peyton Manning,Indianapolis Colts,2011,5,"$90,000,000","$18,000,000","$20,000,000",15%,"$190,953,271","$38,190,654","$42,434,060"
Philip Rivers,Indianapolis Colts,2020,1,"$25,000,000","$25,000,000","$25,000,000",12.6%,"$32,214,934","$32,214,934","$32,214,934"
Phillip Walker,Indianapolis Colts,2017,3,"$1,675,000","$558,333","$10,000",0.3%,"$2,561,647","$853,882","$15,293"
Phillip Walker,Indianapolis Colts,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Phillip Walker,Indianapolis Colts,2018,2,"$1,050,000","$525,000",$0,0.3%,"$1,513,375","$756,687",$0
Phillip Walker,Indianapolis Colts,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Phillip Walker,Indianapolis Colts,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Phillip Walker,Indianapolis Colts,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Phillip Walker,Indianapolis Colts,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Phillip Walker,Indianapolis Colts,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Phillip Walker,Indianapolis Colts,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Phillip Walker,Indianapolis Colts,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
Phillip Walker,Indianapolis Colts,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Ryan Lindley,Indianapolis Colts,2015,2,"$1,335,000","$667,500",$0,0.5%,"$2,379,669","$1,189,835",$0
Sam Ehlinger,Indianapolis Colts,2021,4,"$3,610,704","$902,676","$130,704",0.5%,"$5,053,007","$1,263,252","$182,914"
Scott Tolzien,Indianapolis Colts,2016,2,"$3,500,000","$1,750,000","$500,000",1.1%,"$5,757,068","$2,878,534","$822,438"
Stephen Morris,Indianapolis Colts,2017,2,"$1,170,000","$585,000",$0,0.4%,"$1,789,329","$894,665",$0
Alek Torgersen,Washington Commanders,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Alex Smith,Washington Commanders,2018,4,"$94,000,000","$23,500,000","$71,000,000",13.3%,"$135,483,070","$33,870,767","$102,332,957"
Case Keenum,Washington Commanders,2019,1,"$7,500,000","$7,500,000","$7,500,000",4%,"$10,178,002","$10,178,002","$10,178,002"
Cole Kelley,Washington Commanders,2022,3,"$2,565,000","$855,000","$5,000",0.4%,"$3,146,499","$1,048,833","$6,134"
Colt McCoy,Washington Commanders,2014,1,"$795,000","$795,000","$65,000",0.6%,"$1,526,639","$1,526,639","$124,820"
Colt McCoy,Washington Commanders,2015,1,"$1,500,000","$1,500,000","$150,000",1%,"$2,673,786","$2,673,786","$267,379"
Colt McCoy,Washington Commanders,2016,3,"$9,000,000","$3,000,000","$1,800,000",1.9%,"$14,803,890","$4,934,630","$2,960,778"
Colt McCoy,Washington Commanders,2018,2,"$6,500,000","$3,250,000","$2,000,000",1.8%,"$9,368,510","$4,684,255","$2,882,619"
Connor Jessop,Washington Commanders,2018,3,"$1,710,000","$570,000",$0,0.3%,"$2,464,639","$821,546",$0
Donovan McNabb,Washington Commanders,2010,5,"$74,250,000","$14,850,000","$18,081,250",11.5%,"$147,003,488","$29,400,698","$35,798,072"
Dwayne Haskins,Washington Commanders,2019,4,"$14,416,614","$3,604,154","$14,416,614",1.9%,"$19,564,310","$4,891,078","$19,564,310"
Garrett Gilbert,Washington Commanders,2021,1,"$920,000","$920,000",$0,0.5%,"$1,287,496","$1,287,496",$0
Jacoby Brissett,Washington Commanders,2023,1,"$8,000,000","$8,000,000","$7,500,000",3.6%,"$9,088,968","$9,088,968","$8,520,907"
Jake Fromm,Washington Commanders,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Jake Fromm,Washington Commanders,2023,2,"$1,925,000","$962,500",$0,0.4%,"$2,187,033","$1,093,516",$0
Jake Fromm,Washington Commanders,2023,1,"$940,000","$940,000",$0,0.4%,"$1,067,954","$1,067,954",$0
Jake Fromm,Washington Commanders,2023,1,"$216,000","$216,000",$0,0.1%,"$245,402","$245,402",$0
Jalan McClendon,Washington Commanders,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Jason Campbell,Washington Commanders,2010,1,"$3,143,250","$3,143,250",$0,2.4%,"$6,223,148","$6,223,148",$0
Jayden Daniels,Washington Commanders,2024,4,"$37,746,650","$9,436,663","$37,746,650",3.7%,"$37,746,650","$9,436,663","$37,746,650"
Jeff Driskel,Washington Commanders,2024,1,"$1,150,000","$1,150,000","$150,000",0.5%,"$1,150,000","$1,150,000","$150,000"
Joel Stave,Washington Commanders,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Jordan Ta'amu,Washington Commanders,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Josh Johnson,Washington Commanders,2018,1,"$915,000","$915,000",$0,0.5%,"$1,318,798","$1,318,798",$0
Josh Woodrum,Washington Commanders,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Kirk Cousins,Washington Commanders,2012,4,"$2,572,688","$643,172","$472,688",0.5%,"$5,448,296","$1,362,074","$1,001,032"
Kirk Cousins,Washington Commanders,2016,1,"$19,953,000","$19,953,000","$19,953,000",12.9%,"$32,820,224","$32,820,224","$32,820,224"
Kirk Cousins,Washington Commanders,2017,1,"$23,943,600","$23,943,600","$23,943,600",14.3%,"$36,617,937","$36,617,937","$36,617,937"
Kyle Allen,Washington Commanders,2021,1,"$850,000","$850,000",$0,0.5%,"$1,189,534","$1,189,534",$0
Kyle Shurmur,Washington Commanders,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Marcus Mariota,Washington Commanders,2024,1,"$6,000,000","$6,000,000","$5,390,000",2.3%,"$6,000,000","$6,000,000","$5,390,000"
Mark Sanchez,Washington Commanders,2018,1,"$915,000","$915,000",$0,0.5%,"$1,318,798","$1,318,798",$0
Nate Sudfeld,Washington Commanders,2016,4,"$2,477,336","$619,334","$137,336",0.4%,"$4,074,912","$1,018,728","$225,901"
Nic Shimonek,Washington Commanders,2018,1,"$129,200","$129,200",$0,0.1%,"$186,217","$186,217",$0
Robert Griffin III,Washington Commanders,2012,5,"$21,119,098","$5,279,775","$21,119,098",4.4%,"$44,724,856","$11,181,215","$44,724,856"
Ryan Fitzpatrick,Washington Commanders,2021,1,"$10,000,000","$10,000,000","$6,000,000",5.5%,"$13,994,521","$13,994,521","$8,396,712"
Sam Hartman,Washington Commanders,2024,3,"$2,850,000","$950,000","$245,000",0.4%,"$2,850,000","$950,000","$245,000"
Sam Hartman,Washington Commanders,2024,1,"$795,000","$795,000",$0,0.3%,"$795,000","$795,000",$0
Sam Hartman,Washington Commanders,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Sam Hartman,Washington Commanders,2024,1,"$225,000","$225,000",$0,0.1%,"$225,000","$225,000",$0
Stephen Morris,Washington Commanders,2018,2,"$1,200,000","$600,000",$0,0.3%,"$1,729,571","$864,786",$0
Steven Montez,Washington Commanders,2020,3,"$2,295,000","$765,000","$35,000",0.4%,"$2,957,331","$985,777","$45,101"
Steven Montez,Washington Commanders,2020,2,"$1,390,000","$695,000",$0,0.4%,"$1,791,150","$895,575",$0
Steven Montez,Washington Commanders,2020,1,"$197,764","$197,764",$0,0.1%,"$254,838","$254,838",$0
Steven Montez,Washington Commanders,2020,1,"$170,282","$170,282",$0,0.1%,"$219,425","$219,425",$0
Steven Montez,Washington Commanders,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Taylor Heinicke,Washington Commanders,2020,1,"$910,000","$910,000",$0,0.5%,"$1,172,624","$1,172,624",$0
Taylor Heinicke,Washington Commanders,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Taylor Heinicke,Washington Commanders,2021,2,"$4,750,000","$2,375,000","$1,500,000",1.3%,"$6,647,397","$3,323,699","$2,099,178"
Tim DeMorat,Washington Commanders,2023,3,"$2,697,500","$899,167","$2,500",0.4%,"$3,064,686","$1,021,563","$2,840"
Trace McSorley,Washington Commanders,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
Andy Dalton,Dallas Cowboys,2020,1,"$3,000,000","$3,000,000","$3,000,000",1.5%,"$3,865,792","$3,865,792","$3,865,792"
Austin Appleby,Dallas Cowboys,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Ben DiNucci,Dallas Cowboys,2020,4,"$3,390,148","$847,537","$95,148",0.4%,"$4,368,536","$1,092,134","$122,607"
Ben DiNucci,Dallas Cowboys,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Ben DiNucci,Dallas Cowboys,2022,2,"$1,765,000","$882,500",$0,0.4%,"$2,165,134","$1,082,567",$0
Clayton Thorson,Dallas Cowboys,2019,1,"$136,000","$136,000",$0,0.1%,"$184,561","$184,561",$0
Clayton Thorson,Dallas Cowboys,2020,2,"$1,160,000","$580,000",$0,0.3%,"$1,494,773","$747,386",$0
Cooper Rush,Dallas Cowboys,2017,3,"$1,670,000","$556,667","$5,000",0.3%,"$2,554,000","$851,334","$7,647"
Cooper Rush,Dallas Cowboys,2020,1,"$2,133,000","$2,133,000",$0,1.1%,"$2,748,578","$2,748,578",$0
Cooper Rush,Dallas Cowboys,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Cooper Rush,Dallas Cowboys,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Cooper Rush,Dallas Cowboys,2021,2,"$1,955,000","$977,500",$0,0.5%,"$2,735,929","$1,367,964",$0
Cooper Rush,Dallas Cowboys,2022,1,"$1,035,000","$1,035,000",$0,0.5%,"$1,269,640","$1,269,640",$0
Cooper Rush,Dallas Cowboys,2022,1,"$395,800","$395,800",$0,0.2%,"$485,530","$485,530",$0
Cooper Rush,Dallas Cowboys,2022,1,"$358,200","$358,200",$0,0.2%,"$439,406","$439,406",$0
Cooper Rush,Dallas Cowboys,2023,2,"$5,000,000","$2,500,000","$2,750,000",1.1%,"$5,680,605","$2,840,302","$3,124,333"
Dak Prescott,Dallas Cowboys,2016,4,"$2,723,392","$680,848","$383,392",0.4%,"$4,479,644","$1,119,911","$630,633"
Dak Prescott,Dallas Cowboys,2020,1,"$31,409,000","$31,409,000","$31,409,000",15.8%,"$40,473,555","$40,473,555","$40,473,555"
Dak Prescott,Dallas Cowboys,2021,4,"$160,000,000","$40,000,000","$126,000,000",21.9%,"$223,912,329","$55,978,082","$176,330,959"
Dak Prescott,Dallas Cowboys,2024,4,"$240,000,000","$60,000,000","$231,000,000",23.5%,"$240,000,000","$60,000,000","$231,000,000"
Dalton Sturm,Dallas Cowboys,2018,3,"$1,711,000","$570,333","$1,000",0.3%,"$2,466,080","$822,026","$1,441"
Garrett Gilbert,Dallas Cowboys,2020,2,"$1,670,000","$835,000",$0,0.4%,"$2,151,958","$1,075,979",$0
Jameill Showers,Dallas Cowboys,2017,2,"$1,020,000","$510,000",$0,0.3%,"$1,559,928","$779,964",$0
Jameill Showers,Dallas Cowboys,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Kellen Moore,Dallas Cowboys,2017,1,"$775,000","$775,000",$0,0.5%,"$1,185,240","$1,185,240",$0
Kellen Moore,Dallas Cowboys,2017,1,"$775,000","$775,000",$0,0.5%,"$1,185,240","$1,185,240",$0
Kellen Moore,Dallas Cowboys,2017,1,"$122,400","$122,400",$0,0.1%,"$187,191","$187,191",$0
Kyle Orton,Dallas Cowboys,2012,3,"$10,500,000","$3,500,000","$5,000,000",2.9%,"$22,236,318","$7,412,106","$10,588,723"
Luke McCown,Dallas Cowboys,2017,1,"$1,080,000","$1,080,000","$250,000",0.6%,"$1,651,689","$1,651,689","$382,335"
Mark Sanchez,Dallas Cowboys,2016,1,"$2,000,000","$2,000,000",$0,1.3%,"$3,289,753","$3,289,753",$0
Matt Cassel,Dallas Cowboys,2015,1,"$2,000,000","$2,000,000",$0,1.4%,"$3,565,047","$3,565,047",$0
Mike White,Dallas Cowboys,2018,4,"$2,677,556","$669,389","$217,556",0.4%,"$3,859,186","$964,797","$313,565"
Taryn Christion,Dallas Cowboys,2019,2,"$1,080,000","$540,000",$0,0.3%,"$1,465,632","$732,816",$0
Tony Romo,Dallas Cowboys,2013,6,"$108,000,000","$18,000,000","$55,000,000",14.6%,"$224,253,659","$37,375,610","$114,203,252"
Will Grier,Dallas Cowboys,2022,2,"$2,045,000","$1,022,500",$0,0.5%,"$2,508,612","$1,254,306",$0
Will Grier,Dallas Cowboys,2022,1,"$459,333","$459,333",$0,0.2%,"$563,466","$563,466",$0
Will Grier,Dallas Cowboys,2022,1,"$425,622","$425,622",$0,0.2%,"$522,113","$522,113",$0
Will Grier,Dallas Cowboys,2022,1,"$391,911","$391,911",$0,0.2%,"$480,759","$480,759",$0
Will Grier,Dallas Cowboys,2022,1,"$358,200","$358,200",$0,0.2%,"$439,406","$439,406",$0
Will Grier,Dallas Cowboys,2024,1,"$383,400","$383,400",$0,0.2%,"$383,400","$383,400",$0
Austin Davis,Miami Dolphins,2013,1,"$102,000","$102,000",$0,0.1%,"$211,795","$211,795",$0
Brandon Doughty,Miami Dolphins,2017,2,"$1,020,000","$510,000",$0,0.3%,"$1,559,928","$779,964",$0
Brandon Doughty,Miami Dolphins,2017,1,"$258,400","$258,400",$0,0.2%,"$395,182","$395,182",$0
Brock Osweiler,Miami Dolphins,2018,1,"$880,000","$880,000","$630,000",0.5%,"$1,268,352","$1,268,352","$908,025"
C.J. Beathard,Miami Dolphins,2024,1,"$302,400","$302,400",$0,0.1%,"$302,400","$302,400",$0
Chad Pennington,Miami Dolphins,2010,1,"$5,750,000","$5,750,000","$2,500,000",4.5%,"$11,384,109","$11,384,109","$4,949,612"
Chris Streveler,Miami Dolphins,2022,1,"$895,000","$895,000",$0,0.4%,"$1,097,901","$1,097,901",$0
Dan Marino,Miami Dolphins,2017,1,"$1,000,000","$1,000,000",$0,0.6%,"$1,529,341","$1,529,341",$0
David Fales,Miami Dolphins,2017,1,"$690,000","$690,000",$0,0.4%,"$1,055,246","$1,055,246",$0
David Fales,Miami Dolphins,2018,1,"$880,000","$880,000","$90,000",0.5%,"$1,268,352","$1,268,352","$129,718"
Gavin Hardison,Miami Dolphins,2024,3,"$2,835,000","$945,000","$5,000",0.4%,"$2,835,000","$945,000","$5,000"
Jacob Dolegala,Miami Dolphins,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Jacoby Brissett,Miami Dolphins,2021,1,"$5,000,000","$5,000,000","$5,000,000",2.7%,"$6,997,260","$6,997,260","$6,997,260"
Jake Luton,Miami Dolphins,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Jake Rudock,Miami Dolphins,2019,1,"$645,000","$645,000",$0,0.3%,"$875,308","$875,308",$0
Jake Rudock,Miami Dolphins,2019,1,"$340,000","$340,000",$0,0.2%,"$461,403","$461,403",$0
Jake Rudock,Miami Dolphins,2020,1,"$750,000","$750,000",$0,0.4%,"$966,448","$966,448",$0
Jake Rudock,Miami Dolphins,2020,1,"$660,000","$660,000",$0,0.3%,"$850,474","$850,474",$0
Jake Rudock,Miami Dolphins,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Jake Rudock,Miami Dolphins,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
James Blackman,Miami Dolphins,2023,3,"$2,697,000","$899,000","$12,000",0.4%,"$3,064,118","$1,021,373","$13,633"
James Blackman,Miami Dolphins,2023,1,"$750,000","$750,000",$0,0.3%,"$852,091","$852,091",$0
Jay Cutler,Miami Dolphins,2017,1,"$10,000,000","$10,000,000","$5,000,000",6%,"$15,293,413","$15,293,413","$7,646,707"
Josh Freeman,Miami Dolphins,2015,1,"$765,000","$765,000",$0,0.5%,"$1,363,631","$1,363,631",$0
Josh Freeman,Miami Dolphins,2015,1,"$745,000","$745,000",$0,0.5%,"$1,327,980","$1,327,980",$0
Logan Thomas,Miami Dolphins,2015,1,"$170,000","$170,000",$0,0.1%,"$303,029","$303,029",$0
Matt Moore,Miami Dolphins,2011,2,"$5,025,000","$2,512,500","$1,500,000",2.1%,"$10,661,558","$5,330,779","$3,182,555"
Matt Moore,Miami Dolphins,2013,2,"$8,000,000","$4,000,000","$4,000,000",3.3%,"$16,611,382","$8,305,691","$8,305,691"
Matt Moore,Miami Dolphins,2015,1,"$2,600,000","$2,600,000","$1,600,000",1.8%,"$4,634,562","$4,634,562","$2,852,038"
Matt Moore,Miami Dolphins,2016,2,"$3,550,000","$1,775,000","$2,250,000",1.1%,"$5,839,312","$2,919,656","$3,700,972"
Mike Glennon,Miami Dolphins,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Mike Glennon,Miami Dolphins,2022,1,"$277,200","$277,200",$0,0.1%,"$340,043","$340,043",$0
Mike White,Miami Dolphins,2023,2,"$8,000,000","$4,000,000","$4,500,000",1.8%,"$9,088,968","$4,544,484","$5,112,544"
Reid Sinnett,Miami Dolphins,2020,1,"$189,364","$189,364",$0,0.1%,"$244,014","$244,014",$0
Reid Sinnett,Miami Dolphins,2020,1,"$161,882","$161,882",$0,0.1%,"$208,601","$208,601",$0
Reid Sinnett,Miami Dolphins,2020,1,"$142,800","$142,800",$0,0.1%,"$184,012","$184,012",$0
Reid Sinnett,Miami Dolphins,2021,2,"$1,485,000","$742,500",$0,0.4%,"$2,078,186","$1,039,093",$0
Reid Sinnett,Miami Dolphins,2021,1,"$165,600","$165,600",$0,0.1%,"$231,749","$231,749",$0
Reid Sinnett,Miami Dolphins,2022,1,"$207,000","$207,000",$0,0.1%,"$253,928","$253,928",$0
Ryan Fitzpatrick,Miami Dolphins,2019,2,"$11,000,000","$5,500,000","$7,000,000",2.9%,"$14,927,736","$7,463,868","$9,499,469"
Ryan Tannehill,Miami Dolphins,2012,4,"$12,668,512","$3,167,128","$12,668,512",2.6%,"$26,828,673","$6,707,168","$26,828,673"
Ryan Tannehill,Miami Dolphins,2015,4,"$77,000,000","$19,250,000","$45,000,000",13.4%,"$137,254,327","$34,313,582","$80,213,568"
Skylar Thompson,Miami Dolphins,2022,4,"$3,742,208","$935,552","$82,208",0.4%,"$4,590,586","$1,147,646","$100,845"
T.J. Yates,Miami Dolphins,2016,1,"$760,000","$760,000",$0,0.5%,"$1,250,106","$1,250,106",$0
Teddy Bridgewater,Miami Dolphins,2022,1,"$6,500,000","$6,500,000","$6,500,000",3.1%,"$7,973,583","$7,973,583","$7,973,583"
Tim Boyle,Miami Dolphins,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
Tim Boyle,Miami Dolphins,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
Tim Boyle,Miami Dolphins,2024,1,"$383,400","$383,400",$0,0.2%,"$383,400","$383,400",$0
Tim Boyle,Miami Dolphins,2024,1,"$383,400","$383,400",$0,0.2%,"$383,400","$383,400",$0
Tua Tagovailoa,Miami Dolphins,2020,4,"$30,275,436","$7,568,859","$30,275,436",3.8%,"$39,012,847","$9,753,212","$39,012,847"
Tua Tagovailoa,Miami Dolphins,2024,4,"$212,400,000","$53,100,000","$167,171,000",20.8%,"$212,400,000","$53,100,000","$167,171,000"
Tyler Huntley,Miami Dolphins,2024,1,"$1,125,000","$1,125,000",$0,0.4%,"$1,125,000","$1,125,000",$0
Aaron Murray,Philadelphia Eagles,2016,1,"$117,300","$117,300",$0,0.1%,"$192,944","$192,944",$0
Carson Strong,Philadelphia Eagles,2022,3,"$2,580,000","$860,000","$320,000",0.4%,"$3,164,899","$1,054,966","$392,546"
Carson Wentz,Philadelphia Eagles,2016,4,"$26,676,338","$6,669,085","$26,676,338",4.3%,"$43,879,286","$10,969,822","$43,879,286"
Chase Daniel,Philadelphia Eagles,2016,3,"$21,000,000","$7,000,000","$12,000,000",4.5%,"$34,542,410","$11,514,137","$19,738,520"
Christian Hackenberg,Philadelphia Eagles,2018,1,"$630,000","$630,000",$0,0.4%,"$908,025","$908,025",$0
Clayton Thorson,Philadelphia Eagles,2019,4,"$2,794,368","$698,592","$274,368",0.4%,"$3,792,144","$948,036","$372,336"
Cody Kessler,Philadelphia Eagles,2019,1,"$912,150","$912,150",$0,0.5%,"$1,237,849","$1,237,849",$0
Dane Evans,Philadelphia Eagles,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Jalen Hurts,Philadelphia Eagles,2020,4,"$6,025,176","$1,506,294","$3,435,816",0.8%,"$7,764,026","$1,941,006","$4,427,383"
Jalen Hurts,Philadelphia Eagles,2023,5,"$255,000,000","$51,000,000","$179,304,000",22.7%,"$289,710,854","$57,942,171","$203,711,039"
Jamie Newman,Philadelphia Eagles,2021,3,"$2,425,000","$808,333",$0,0.4%,"$3,393,671","$1,131,223",$0
Jerod Evans,Philadelphia Eagles,2017,3,"$1,665,000","$555,000",$0,0.3%,"$2,546,353","$848,784",$0
Joe Callahan,Philadelphia Eagles,2018,2,"$1,350,000","$675,000",$0,0.4%,"$1,945,767","$972,884",$0
Joe Flacco,Philadelphia Eagles,2021,1,"$3,500,000","$3,500,000","$3,500,000",1.9%,"$4,898,082","$4,898,082","$4,898,082"
Josh McCown,Philadelphia Eagles,2019,1,"$2,000,000","$2,000,000","$2,000,000",1.1%,"$2,714,134","$2,714,134","$2,714,134"
Josh McCown,Philadelphia Eagles,2020,1,"$204,000","$204,000",$0,0.1%,"$262,874","$262,874",$0
Kevin Kolb,Philadelphia Eagles,2010,1,"$12,222,000","$12,222,000","$12,222,000",9.5%,"$24,197,665","$24,197,665","$24,197,665"
Kyle Lauletta,Philadelphia Eagles,2019,1,"$340,000","$340,000",$0,0.2%,"$461,403","$461,403",$0
Kyle Lauletta,Philadelphia Eagles,2020,2,"$1,287,058","$643,529","$27,058",0.3%,"$1,658,500","$829,250","$34,867"
Luis Perez,Philadelphia Eagles,2019,1,"$495,000","$495,000",$0,0.3%,"$671,748","$671,748",$0
Marcus Mariota,Philadelphia Eagles,2023,1,"$5,000,000","$5,000,000","$5,000,000",2.2%,"$5,680,605","$5,680,605","$5,680,605"
Mark Sanchez,Philadelphia Eagles,2014,1,"$2,250,000","$2,250,000","$1,500,000",1.7%,"$4,320,677","$4,320,677","$2,880,451"
Matt McGloin,Philadelphia Eagles,2017,1,"$800,000","$800,000",$0,0.5%,"$1,223,473","$1,223,473",$0
McLeod Bethel-Thompson,Philadelphia Eagles,2016,1,"$600,000","$600,000",$0,0.4%,"$986,926","$986,926",$0
Michael Vick,Philadelphia Eagles,2011,5,"$80,000,000","$16,000,000","$35,500,000",13.3%,"$169,736,241","$33,947,248","$75,320,457"
Michael Vick,Philadelphia Eagles,2013,1,"$7,500,000","$7,500,000","$3,500,000",6.1%,"$15,573,171","$15,573,171","$7,267,480"
Nate Sudfeld,Philadelphia Eagles,2017,2,"$1,170,000","$585,000",$0,0.4%,"$1,789,329","$894,665",$0
Nate Sudfeld,Philadelphia Eagles,2017,1,"$540,005","$540,005",$0,0.3%,"$825,852","$825,852",$0
